date,source_url,filing_type
2021-10-13,https://www.sec.gov/Archives/edgar/data/1318605/000156459021050737/tsla-8k_20211007.htm,8-K
2021-10-20,https://www.sec.gov/Archives/edgar/data/1318605/000156459021051307/tsla-8k_20211020.htm,8-K
2021-12-01,https://www.sec.gov/Archives/edgar/data/1318605/000156459021058953/tsla-8k_20211201.htm,8-K
2022-01-03,https://www.sec.gov/Archives/edgar/data/1318605/000156459022000009/tsla-8k_20220102.htm,8-K
2022-01-26,https://www.sec.gov/Archives/edgar/data/1318605/000156459022002476/tsla-8k_20220126.htm,8-K
2022-03-28,https://www.sec.gov/Archives/edgar/data/1318605/000156459022011875/tsla-8k_20220328.htm,8-K
2022-04-04,https://www.sec.gov/Archives/edgar/data/1318605/000156459022013264/tsla-8k_20220402.htm,8-K
2022-04-20,https://www.sec.gov/Archives/edgar/data/1318605/000156459022014917/tsla-8k_20220420.htm,8-K
2022-05-03,https://www.sec.gov/Archives/edgar/data/1318605/000156459022017214/tsla-8k_20220502.htm,8-K
2022-07-05,https://www.sec.gov/Archives/edgar/data/1318605/000156459022025153/tsla-8k_20220702.htm,8-K
2022-07-20,https://www.sec.gov/Archives/edgar/data/1318605/000156459022026048/tsla-8k_20220720.htm,8-K
2022-08-05,https://www.sec.gov/Archives/edgar/data/1318605/000156459022028207/tsla-8k_20220804.htm,8-K
2022-09-28,https://www.sec.gov/Archives/edgar/data/1318605/000156459022032575/tsla-8k_20220925.htm,8-K
2022-10-03,https://www.sec.gov/Archives/edgar/data/1318605/000156459022033053/tsla-8k_20221002.htm,8-K
2022-10-19,https://www.sec.gov/Archives/edgar/data/1318605/000156459022034639/tsla-8k_20221019.htm,8-K
2023-01-03,https://www.sec.gov/Archives/edgar/data/1318605/000156459023000002/tsla-8k_20230102.htm,8-K
2023-01-25,https://www.sec.gov/Archives/edgar/data/1318605/000156459023000799/tsla-8k_20230120.htm,8-K
2023-04-03,https://www.sec.gov/Archives/edgar/data/1318605/000156459023005126/tsla-8k_20230402.htm,8-K
2023-04-05,https://www.sec.gov/Archives/edgar/data/1318605/000156459023005462/tsla-8k_20230330.htm,8-K
2023-04-19,https://www.sec.gov/Archives/edgar/data/1318605/000156459023005959/tsla-8k_20230419.htm,8-K
2023-05-22,https://www.sec.gov/Archives/edgar/data/1318605/000156459023007379/tsla-8k_20230516.htm,8-K
2023-07-03,https://www.sec.gov/Archives/edgar/data/1318605/000095017023031241/tsla-20230702.htm,8-K
2023-07-19,https://www.sec.gov/Archives/edgar/data/1318605/000095017023033544/tsla-20230719.htm,8-K
2023-07-20,https://www.sec.gov/Archives/edgar/data/1318605/000095017023033695/tsla-20230719.htm,8-K
2023-08-07,https://www.sec.gov/Archives/edgar/data/1318605/000095017023038779/tsla-20230804.htm,8-K
2023-10-02,https://www.sec.gov/Archives/edgar/data/1318605/000095017023050938/tsla-20231002.htm,8-K
2023-10-18,https://www.sec.gov/Archives/edgar/data/1318605/000162828023034588/tsla-20231018.htm,8-K
2024-01-02,https://www.sec.gov/Archives/edgar/data/1318605/000095017024000282/tsla-20240102.htm,8-K
2024-01-24,https://www.sec.gov/Archives/edgar/data/1318605/000095017024007073/tsla-20240124.htm,8-K
2024-04-02,https://www.sec.gov/Archives/edgar/data/1318605/000095017024040274/tsla-20240402.htm,8-K
2024-04-16,https://www.sec.gov/Archives/edgar/data/1318605/000095017024044588/tsla-20240414.htm,8-K
2024-04-23,https://www.sec.gov/Archives/edgar/data/1318605/000095017024046895/tsla-20240423.htm,8-K
2024-06-14,https://www.sec.gov/Archives/edgar/data/1318605/000110465924071439/tm2413800d31_8k.htm,8-K
2024-07-02,https://www.sec.gov/Archives/edgar/data/1318605/000162828024030714/tsla-20240702.htm,8-K
2024-07-23,https://www.sec.gov/Archives/edgar/data/1318605/000162828024032603/tsla-20240723.htm,8-K
2024-10-02,https://www.sec.gov/Archives/edgar/data/1318605/000162828024041816/tsla-20241002.htm,8-K
2024-10-23,https://www.sec.gov/Archives/edgar/data/1318605/000162828024043432/tsla-20241023.htm,8-K
2025-01-02,https://www.sec.gov/Archives/edgar/data/1318605/000162828025000007/tsla-20250102.htm,8-K
2025-01-29,https://www.sec.gov/Archives/edgar/data/1318605/000162828025002993/tsla-20250129.htm,8-K
2025-04-02,https://www.sec.gov/Archives/edgar/data/1318605/000162828025016070/tsla-20250402.htm,8-K
2025-04-22,https://www.sec.gov/Archives/edgar/data/1318605/000162828025018851/tsla-20250422.htm,8-K
2025-05-16,https://www.sec.gov/Archives/edgar/data/1318605/000110465925050072/tm2515421d1_8k.htm,8-K
2025-05-16,https://www.sec.gov/Archives/edgar/data/1318605/000162828025026148/tsla-20250515.htm,8-K
2025-07-02,https://www.sec.gov/Archives/edgar/data/1318605/000162828025033842/tsla-20250702.htm,8-K
2025-07-10,https://www.sec.gov/Archives/edgar/data/1318605/000162828025034692/tsla-20250709.htm,8-K
2025-07-23,https://www.sec.gov/Archives/edgar/data/1318605/000162828025035738/tsla-20250723.htm,8-K
2025-08-04,https://www.sec.gov/Archives/edgar/data/1318605/000110465925073263/tm2522385d1_8k.htm,8-K
2025-09-05,https://www.sec.gov/Archives/edgar/data/1318605/000110465925087862/tm2525337d1_8k.htm,8-K
2025-10-02,https://www.sec.gov/Archives/edgar/data/1318605/000162828025043530/tsla-20251002.htm,8-K
2025-10-22,https://www.sec.gov/Archives/edgar/data/1318605/000162828025045861/tsla-20251022.htm,8-K
2025-11-07,https://www.sec.gov/Archives/edgar/data/1318605/000110465925108507/tm2530590d1_8k.htm,8-K
2026-01-02,https://www.sec.gov/Archives/edgar/data/1318605/000162828026000016/tsla-20260102.htm,8-K
2026-01-28,https://www.sec.gov/Archives/edgar/data/1318605/000162828026003837/tsla-20260128.htm,8-K
2026-04-02,https://www.sec.gov/Archives/edgar/data/1318605/000162828026022956/tsla-20260402.htm,8-K
2026-04-22,https://www.sec.gov/Archives/edgar/data/1318605/000162828026026551/tsla-20260422.htm,8-K
2026-07-02,https://www.sec.gov/Archives/edgar/data/1318605/000162828026046717/tsla-20260702.htm,8-K
2026-07-22,https://www.sec.gov/Archives/edgar/data/1318605/000162828026049213/tsla-20260722.htm,8-K
